# Height [m];Temperature [K];Wind Speed [m/s];Relative Humidity [%]
2.891566265060241037e+01;2.846014056224898923e+02;2.482933667979993597e+00;7.112148594377509880e+01
2.901606425702811265e+01;2.845997322623828154e+02;2.484184757509982688e+00;7.112566934404284780e+01
2.911646586345381493e+01;2.845980589022757385e+02;2.485431529934389427e+00;7.112985274431058258e+01
2.921686746987951722e+01;2.845963855421686048e+02;2.486674014944660005e+00;7.113403614457831736e+01
2.931726907630521950e+01;2.845947121820615280e+02;2.487912241926979462e+00;7.113821954484605214e+01
2.941767068273092178e+01;2.845930388219544511e+02;2.489146239966443019e+00;7.114240294511378693e+01
2.951807228915662762e+01;2.845913654618473174e+02;2.490376037851153246e+00;7.114658634538153592e+01
2.961847389558232990e+01;2.845896921017402406e+02;2.491601664076253275e+00;7.115076974564927070e+01
2.971887550200803219e+01;2.845880187416331637e+02;2.492823146847884530e+00;7.115495314591700549e+01
2.981927710843373447e+01;2.845863453815260300e+02;2.494040514087086713e+00;7.115913654618474027e+01
2.991967871485943675e+01;2.845846720214189531e+02;2.495253793433620526e+00;7.116331994645247505e+01
3.002008032128514259e+01;2.845829986613118763e+02;2.496463012249740654e+00;7.116750334672022404e+01
3.012048192771084487e+01;2.845813253012047994e+02;2.497668197623891029e+00;7.117168674698795883e+01
3.022088353413654715e+01;2.845796519410976657e+02;2.498869376374352580e+00;7.117587014725569361e+01
3.032128514056224944e+01;2.845779785809905889e+02;2.500066575052818152e+00;7.118005354752342839e+01
3.042168674698795172e+01;2.845763052208835120e+02;2.501259819947919016e+00;7.118423694779116317e+01
3.052208835341365400e+01;2.845746318607763783e+02;2.502449137088686104e+00;7.118842034805891217e+01
3.062248995983935629e+01;2.845729585006693014e+02;2.503634552247955725e+00;7.119260374832664695e+01
3.072289156626505857e+01;2.845712851405622246e+02;2.504816090945723328e+00;7.119678714859438173e+01
3.082329317269076085e+01;2.845696117804550909e+02;2.505993778452439980e+00;7.120097054886211652e+01
3.092369477911646669e+01;2.845679384203480140e+02;2.507167639792251101e+00;7.120515394912985130e+01
3.102409638554216897e+01;2.845662650602409371e+02;2.508337699746193028e+00;7.120933734939760029e+01
3.112449799196787126e+01;2.845645917001338034e+02;2.509503982855326942e+00;7.121352074966533507e+01
3.122489959839357354e+01;2.845629183400267266e+02;2.510666513423831514e+00;7.121770414993306986e+01
3.132530120481927582e+01;2.845612449799196497e+02;2.511825315522038249e+00;7.122188755020080464e+01
3.142570281124498166e+01;2.845595716198125160e+02;2.512980412989423762e+00;7.122607095046853942e+01
3.152610441767068394e+01;2.845578982597054392e+02;2.514131829437552312e+00;7.123025435073628842e+01
3.162650602409638623e+01;2.845562248995983623e+02;2.515279588252971710e+00;7.123443775100402320e+01
3.172690763052208851e+01;2.845545515394912286e+02;2.516423712600063034e+00;7.123862115127175798e+01
3.182730923694779079e+01;2.845528781793841517e+02;2.517564225423846835e+00;7.124280455153949276e+01
3.192771084337349308e+01;2.845512048192770749e+02;2.518701149452742261e+00;7.124698795180722755e+01
3.202811244979919536e+01;2.845495314591699412e+02;2.519834507201287099e+00;7.125117135207497654e+01
3.212851405622490120e+01;2.845478580990628643e+02;2.520964320972811645e+00;7.125535475234271132e+01
3.222891566265060703e+01;2.845461847389557875e+02;2.522090612862071257e+00;7.125953815261044610e+01
3.232931726907630576e+01;2.845445113788487106e+02;2.523213404757841616e+00;7.126372155287818089e+01
3.242971887550200449e+01;2.845428380187415769e+02;2.524332718345470017e+00;7.126790495314591567e+01
3.253012048192771033e+01;2.845411646586345000e+02;2.525448575109386251e+00;7.127208835341366466e+01
3.263052208835341617e+01;2.845394912985274232e+02;2.526560996335580178e+00;7.127627175368139945e+01
3.273092369477911490e+01;2.845378179384202895e+02;2.527670003114037112e+00;7.128045515394913423e+01
3.283132530120481363e+01;2.845361445783132126e+02;2.528775616341134569e+00;7.128463855421686901e+01
3.293172690763051946e+01;2.845344712182061357e+02;2.529877856722007934e+00;7.128882195448460379e+01
3.303212851405622530e+01;2.845327978580990020e+02;2.530976744772877929e+00;7.129300535475235279e+01
3.313253012048192403e+01;2.845311244979919252e+02;2.532072300823335897e+00;7.129718875502008757e+01
3.323293172690762987e+01;2.845294511378848483e+02;2.533164545018607328e+00;7.130137215528782235e+01
3.333333333333333570e+01;2.845277777777777146e+02;2.534253497321769188e+00;7.130555555555555713e+01
3.343373493975903443e+01;2.845261044176706378e+02;2.535339177515945064e+00;7.130973895582329192e+01
3.353413654618474027e+01;2.845244310575635609e+02;2.536421605206455432e+00;7.131392235609104091e+01
3.363453815261044610e+01;2.845227576974564272e+02;2.537500799822944408e+00;7.131810575635877569e+01
3.373493975903614484e+01;2.845210843373493503e+02;2.538576780621475404e+00;7.132228915662651048e+01
3.383534136546184357e+01;2.845194109772422735e+02;2.539649566686587256e+00;7.132647255689424526e+01
3.393574297188754940e+01;2.845177376171351398e+02;2.540719176933329049e+00;7.133065595716198004e+01
3.403614457831325524e+01;2.845160642570280629e+02;2.541785630109260286e+00;7.133483935742972903e+01
3.413654618473895397e+01;2.845143908969209861e+02;2.542848944796422650e+00;7.133902275769746382e+01
3.423694779116465270e+01;2.845127175368138523e+02;2.543909139413281562e+00;7.134320615796519860e+01
3.433734939759035854e+01;2.845110441767067755e+02;2.544966232216641977e+00;7.134738955823293338e+01
3.443775100401606437e+01;2.845093708165996986e+02;2.546020241303534437e+00;7.135157295850066816e+01
3.453815261044177021e+01;2.845076974564926218e+02;2.547071184613073136e+00;7.135575635876841716e+01
3.463855421686747604e+01;2.845060240963854881e+02;2.548119079928288677e+00;7.135993975903615194e+01
3.473895582329317477e+01;2.845043507362784112e+02;2.549163944877933297e+00;7.136412315930388672e+01
3.483935742971887350e+01;2.845026773761713343e+02;2.550205796938260772e+00;7.136830655957162151e+01
3.493975903614457934e+01;2.845010040160642006e+02;2.551244653434780574e+00;7.137248995983935629e+01
3.504016064257028518e+01;2.844993306559571238e+02;2.552280531543984043e+00;7.137667336010710528e+01
3.514056224899598391e+01;2.844976572958500469e+02;2.553313448295051913e+00;7.138085676037484006e+01
3.524096385542168264e+01;2.844959839357429132e+02;2.554343420571532075e+00;7.138504016064257485e+01
3.534136546184738847e+01;2.844943105756358364e+02;2.555370465112995593e+00;7.138922356091030963e+01
3.544176706827309431e+01;2.844926372155287595e+02;2.556394598516670058e+00;7.139340696117804441e+01
3.554216867469879304e+01;2.844909638554216258e+02;2.557415837239047640e+00;7.139759036144579341e+01
3.564257028112449177e+01;2.844892904953145489e+02;2.558434197597472259e+00;7.140177376171352819e+01
3.574297188755019761e+01;2.844876171352074721e+02;2.559449695771704558e+00;7.140595716198126297e+01
3.584337349397590344e+01;2.844859437751003384e+02;2.560462347805463779e+00;7.141014056224899775e+01
3.594377510040160928e+01;2.844842704149932615e+02;2.561472169607947436e+00;7.141432396251673254e+01
3.604417670682731512e+01;2.844825970548861847e+02;2.562479176955333671e+00;7.141850736278448153e+01
3.614457831325301385e+01;2.844809236947790509e+02;2.563483385492257405e+00;7.142269076305221631e+01
3.624497991967871258e+01;2.844792503346719741e+02;2.564484810733271836e+00;7.142687416331995109e+01
3.634538152610441841e+01;2.844775769745648972e+02;2.565483468064281958e+00;7.143105756358768588e+01
3.644578313253012425e+01;2.844759036144577635e+02;2.566479372743968312e+00;7.143524096385542066e+01
3.654618473895582298e+01;2.844742302543506867e+02;2.567472539905180984e+00;7.143942436412316965e+01
3.664658634538152171e+01;2.844725568942436098e+02;2.568462984556322493e+00;7.144360776439090444e+01
3.674698795180722755e+01;2.844708835341365329e+02;2.569450721582708930e+00;7.144779116465863922e+01
3.684738955823293338e+01;2.844692101740293992e+02;2.570435765747909329e+00;7.145197456492637400e+01
3.694779116465863211e+01;2.844675368139223224e+02;2.571418131695071274e+00;7.145615796519410878e+01
3.704819277108433084e+01;2.844658634538152455e+02;2.572397833948228740e+00;7.146034136546185778e+01
3.714859437751003668e+01;2.844641900937081118e+02;2.573374886913587734e+00;7.146452476572959256e+01
3.724899598393574252e+01;2.844625167336010350e+02;2.574349304880797717e+00;7.146870816599732734e+01
3.734939759036144835e+01;2.844608433734939581e+02;2.575321102024208830e+00;7.147289156626506212e+01
3.744979919678715419e+01;2.844591700133868244e+02;2.576290292404105120e+00;7.147707496653279691e+01
3.755020080321285292e+01;2.844574966532797475e+02;2.577256889967925346e+00;7.148125836680054590e+01
3.765060240963855165e+01;2.844558232931726707e+02;2.578220908551471346e+00;7.148544176706828068e+01
3.775100401606425748e+01;2.844541499330655370e+02;2.579182361880091534e+00;7.148962516733601547e+01
3.785140562248996332e+01;2.844524765729584601e+02;2.580141263569856847e+00;7.149380856760375025e+01
3.795180722891566205e+01;2.844508032128513833e+02;2.581097627128714489e+00;7.149799196787148503e+01
3.805220883534136078e+01;2.844491298527442495e+02;2.582051465957633241e+00;7.150217536813923402e+01
3.815261044176706662e+01;2.844474564926371727e+02;2.583002793351727888e+00;7.150635876840696881e+01
3.825301204819277245e+01;2.844457831325300958e+02;2.583951622501372114e+00;7.151054216867470359e+01
3.835341365461847118e+01;2.844441097724229621e+02;2.584897966493294508e+00;7.151472556894243837e+01
3.845381526104416992e+01;2.844424364123158853e+02;2.585841838311663032e+00;7.151890896921017315e+01
3.855421686746987575e+01;2.844407630522088084e+02;2.586783250839154391e+00;7.152309236947792215e+01
3.865461847389558159e+01;2.844390896921016747e+02;2.587722216858006519e+00;7.152727576974565693e+01
3.875502008032128742e+01;2.844374163319945978e+02;2.588658749051062191e+00;7.153145917001339171e+01
3.885542168674699326e+01;2.844357429718875210e+02;2.589592860002796204e+00;7.153564257028112650e+01
3.895582329317269199e+01;2.844340696117804441e+02;2.590524562200330116e+00;7.153982597054886128e+01
3.905622489959839072e+01;2.844323962516733104e+02;2.591453868034433672e+00;7.154400937081661027e+01
3.915662650602409656e+01;2.844307228915662336e+02;2.592380789800513785e+00;7.154819277108434505e+01
3.925702811244980239e+01;2.844290495314591567e+02;2.593305339699588874e+00;7.155237617135207984e+01
3.935742971887550112e+01;2.844273761713520230e+02;2.594227529839257862e+00;7.155655957161981462e+01
3.945783132530119985e+01;2.844257028112449461e+02;2.595147372234642535e+00;7.156074297188754940e+01
3.955823293172690569e+01;2.844240294511378693e+02;2.596064878809336562e+00;7.156492637215529840e+01
3.965863453815261153e+01;2.844223560910307356e+02;2.596980061396326533e+00;7.156910977242303318e+01
3.975903614457831026e+01;2.844206827309236587e+02;2.597892931738907674e+00;7.157329317269076796e+01
3.985943775100401609e+01;2.844190093708165818e+02;2.598803501491592893e+00;7.157747657295850274e+01
3.995983935742972193e+01;2.844173360107094481e+02;2.599711782221000522e+00;7.158165997322623753e+01
4.006024096385542066e+01;2.844156626506023713e+02;2.600617785406738935e+00;7.158584337349398652e+01
4.016064257028112650e+01;2.844139892904952944e+02;2.601521522442274303e+00;7.159002677376172130e+01
4.026104417670683233e+01;2.844123159303881607e+02;2.602423004635793458e+00;7.159421017402945608e+01
4.036144578313253106e+01;2.844106425702810839e+02;2.603322243211050768e+00;7.159839357429719087e+01
4.046184738955822979e+01;2.844089692101740070e+02;2.604219249308206585e+00;7.160257697456492565e+01
4.056224899598393563e+01;2.844072958500668733e+02;2.605114033984657240e+00;7.160676037483267464e+01
4.066265060240964146e+01;2.844056224899597964e+02;2.606006608215850395e+00;7.161094377510040943e+01
4.076305220883534020e+01;2.844039491298527196e+02;2.606896982896094173e+00;7.161512717536814421e+01
4.086345381526103893e+01;2.844022757697455859e+02;2.607785168839355183e+00;7.161931057563587899e+01
4.096385542168674476e+01;2.844006024096385090e+02;2.608671176780046341e+00;7.162349397590361377e+01
4.106425702811245060e+01;2.843989290495314322e+02;2.609555017373804464e+00;7.162767737617136277e+01
4.116465863453814933e+01;2.843972556894243553e+02;2.610436701198260323e+00;7.163186077643909755e+01
4.126506024096385516e+01;2.843955823293172216e+02;2.611316238753797148e+00;7.163604417670683233e+01
4.136546184738956100e+01;2.843939089692101447e+02;2.612193640464302469e+00;7.164022757697456711e+01
4.146586345381525973e+01;2.843922356091030679e+02;2.613068916677907971e+00;7.164441097724230190e+01
4.156626506024096557e+01;2.843905622489959342e+02;2.613942077667721797e+00;7.164859437751005089e+01
4.166666666666667140e+01;2.843888888888888573e+02;2.614813133632553299e+00;7.165277777777778567e+01
4.176706827309237013e+01;2.843872155287817804e+02;2.615682094697627136e+00;7.165696117804552046e+01
4.186746987951806886e+01;2.843855421686746467e+02;2.616548970915288042e+00;7.166114457831325524e+01
4.196787148594377470e+01;2.843838688085675699e+02;2.617413772265701599e+00;7.166532797858099002e+01
4.206827309236948054e+01;2.843821954484604930e+02;2.618276508657539026e+00;7.166951137884873901e+01
4.216867469879517927e+01;2.843805220883533593e+02;2.619137189928665954e+00;7.167369477911647380e+01
4.226907630522087800e+01;2.843788487282462825e+02;2.619995825846805459e+00;7.167787817938420858e+01
4.236947791164658383e+01;2.843771753681392056e+02;2.620852426110213074e+00;7.168206157965194336e+01
4.246987951807228967e+01;2.843755020080320719e+02;2.621707000348326044e+00;7.168624497991967814e+01
4.257028112449798840e+01;2.843738286479249950e+02;2.622559558122419698e+00;7.169042838018742714e+01
4.267068273092369424e+01;2.843721552878179182e+02;2.623410108926242490e+00;7.169461178045516192e+01
4.277108433734940007e+01;2.843704819277107845e+02;2.624258662186656377e+00;7.169879518072289670e+01
4.287148594377509880e+01;2.843688085676037076e+02;2.625105227264259433e+00;7.170297858099063149e+01
4.297188755020080464e+01;2.843671352074966308e+02;2.625949813454007575e+00;7.170716198125836627e+01
4.307228915662651048e+01;2.843654618473894971e+02;2.626792429985827848e+00;7.171134538152611526e+01
4.317269076305220921e+01;2.843637884872824202e+02;2.627633086025219722e+00;7.171552878179385004e+01
4.327309236947790794e+01;2.843621151271753433e+02;2.628471790673857722e+00;7.171971218206158483e+01
4.337349397590361377e+01;2.843604417670682665e+02;2.629308552970179402e+00;7.172389558232931961e+01
4.347389558232931961e+01;2.843587684069611328e+02;2.630143381889972432e+00;7.172807898259705439e+01
4.357429718875501834e+01;2.843570950468540559e+02;2.630976286346949244e+00;7.173226238286480339e+01
4.367469879518071707e+01;2.843554216867469790e+02;2.631807275193322138e+00;7.173644578313253817e+01
4.377510040160642291e+01;2.843537483266398453e+02;2.632636357220363710e+00;7.174062918340027295e+01
4.387550200803212874e+01;2.843520749665327685e+02;2.633463541158966859e+00;7.174481258366800773e+01
4.397590361445783458e+01;2.843504016064256916e+02;2.634288835680196783e+00;7.174899598393574252e+01
4.407630522088354041e+01;2.843487282463185579e+02;2.635112249395835438e+00;7.175317938420349151e+01
4.417670682730923915e+01;2.843470548862114811e+02;2.635933790858921100e+00;7.175736278447122629e+01
4.427710843373493788e+01;2.843453815261044042e+02;2.636753468564282610e+00;7.176154618473896107e+01
4.437751004016064371e+01;2.843437081659972705e+02;2.637571290949063396e+00;7.176572958500669586e+01
4.447791164658634955e+01;2.843420348058901936e+02;2.638387266393245500e+00;7.176991298527443064e+01
4.457831325301204828e+01;2.843403614457831168e+02;2.639201403220163833e+00;7.177409638554217963e+01
4.467871485943774701e+01;2.843386880856759831e+02;2.640013709697014654e+00;7.177827978580991442e+01
4.477911646586345285e+01;2.843370147255689062e+02;2.640824194035360506e+00;7.178246318607764920e+01
4.487951807228915868e+01;2.843353413654618294e+02;2.641632864391628477e+00;7.178664658634538398e+01
4.497991967871485741e+01;2.843336680053546957e+02;2.642439728867600923e+00;7.179082998661311876e+01
4.508032128514055614e+01;2.843319946452476188e+02;2.643244795510904854e+00;7.179501338688086776e+01
4.518072289156626198e+01;2.843303212851405419e+02;2.644048072315490661e+00;7.179919678714860254e+01
4.528112449799196781e+01;2.843286479250334082e+02;2.644849567222113063e+00;7.180338018741633732e+01
4.538152610441767365e+01;2.843269745649263314e+02;2.645649288118796072e+00;7.180756358768407210e+01
4.548192771084337949e+01;2.843253012048192545e+02;2.646447242841302394e+00;7.181174698795180689e+01
4.558232931726907822e+01;2.843236278447121776e+02;2.647243439173594837e+00;7.181593038821955588e+01
4.568273092369477695e+01;2.843219544846050439e+02;2.648037884848290169e+00;7.182011378848729066e+01
4.578313253012048278e+01;2.843202811244979671e+02;2.648830587547109428e+00;7.182429718875502545e+01
4.588353413654618862e+01;2.843186077643908902e+02;2.649621554901324672e+00;7.182848058902276023e+01
4.598393574297188735e+01;2.843169344042837565e+02;2.650410794492199518e+00;7.183266398929049501e+01
4.608433734939758608e+01;2.843152610441766797e+02;2.651198313851424793e+00;7.183684738955824400e+01
4.618473895582329192e+01;2.843135876840696028e+02;2.651984120461550187e+00;7.184103078982597879e+01
4.628514056224899775e+01;2.843119143239624691e+02;2.652768221756411915e+00;7.184521419009371357e+01
4.638554216867469648e+01;2.843102409638553922e+02;2.653550625121550155e+00;7.184939759036144835e+01
4.648594377510039521e+01;2.843085676037483154e+02;2.654331337894633158e+00;7.185358099062918313e+01
4.658634538152610105e+01;2.843068942436411817e+02;2.655110367365864921e+00;7.185776439089693213e+01
4.668674698795180689e+01;2.843052208835341048e+02;2.655887720778395966e+00;7.186194779116466691e+01
4.678714859437751272e+01;2.843035475234270280e+02;2.656663405328726579e+00;7.186613119143240169e+01
4.688755020080321856e+01;2.843018741633198943e+02;2.657437428167106930e+00;7.187031459170013648e+01
4.698795180722891729e+01;2.843002008032128174e+02;2.658209796397932756e+00;7.187449799196787126e+01
4.708835341365461602e+01;2.842985274431057405e+02;2.658980517080135719e+00;7.187868139223562025e+01
4.718875502008032186e+01;2.842968540829986068e+02;2.659749597227571982e+00;7.188286479250335503e+01
4.728915662650602769e+01;2.842951807228915300e+02;2.660517043809404125e+00;7.188704819277108982e+01
4.738955823293172642e+01;2.842935073627844531e+02;2.661282863750479066e+00;7.189123159303882460e+01
4.748995983935742515e+01;2.842918340026773194e+02;2.662047063931705981e+00;7.189541499330655938e+01
4.759036144578313099e+01;2.842901606425702425e+02;2.662809651190423565e+00;7.189959839357430837e+01
4.769076305220883683e+01;2.842884872824631657e+02;2.663570632320769960e+00;7.190378179384204316e+01
4.779116465863453556e+01;2.842868139223560888e+02;2.664330014074046460e+00;7.190796519410977794e+01
4.789156626506023429e+01;2.842851405622489551e+02;2.665087803159071456e+00;7.191214859437751272e+01
4.799196787148594012e+01;2.842834672021418783e+02;2.665844006242544140e+00;7.191633199464524751e+01
4.809236947791164596e+01;2.842817938420348014e+02;2.666598629949389121e+00;7.192051539491299650e+01
4.819277108433735179e+01;2.842801204819276677e+02;2.667351680863109920e+00;7.192469879518073128e+01
4.829317269076305763e+01;2.842784471218205908e+02;2.668103165526130471e+00;7.192888219544846606e+01
4.839357429718875636e+01;2.842767737617135140e+02;2.668853090440137077e+00;7.193306559571620085e+01
4.849397590361445509e+01;2.842751004016063803e+02;2.669601462066416353e+00;7.193724899598393563e+01
4.859437751004016093e+01;2.842734270414993034e+02;2.670348286826189188e+00;7.194143239625168462e+01
4.869477911646586676e+01;2.842717536813922266e+02;2.671093571100940256e+00;7.194561579651941940e+01
4.879518072289156549e+01;2.842700803212850929e+02;2.671837321232746643e+00;7.194979919678715419e+01
4.889558232931726423e+01;2.842684069611780160e+02;2.672579543524600254e+00;7.195398259705488897e+01
4.899598393574297006e+01;2.842667336010709391e+02;2.673320244240730226e+00;7.195816599732262375e+01
4.909638554216867590e+01;2.842650602409638054e+02;2.674059429606917782e+00;7.196234939759037275e+01
4.919678714859437463e+01;2.842633868808567286e+02;2.674797105810811981e+00;7.196653279785810753e+01
4.929718875502008046e+01;2.842617135207496517e+02;2.675533279002239695e+00;7.197071619812584231e+01
4.939759036144578630e+01;2.842600401606425180e+02;2.676267955293514689e+00;7.197489959839357709e+01
4.949799196787148503e+01;2.842583668005354411e+02;2.677001140759738274e+00;7.197908299866131188e+01
4.959839357429719087e+01;2.842566934404283643e+02;2.677732841439105727e+00;7.198326639892906087e+01
4.969879518072289670e+01;2.842550200803212306e+02;2.678463063333201610e+00;7.198744979919679565e+01
4.979919678714859543e+01;2.842533467202141537e+02;2.679191812407295092e+00;7.199163319946453043e+01
4.989959839357429416e+01;2.842516733601070769e+02;2.679919094590633488e+00;7.199581659973226522e+01
5.000000000000000000e+01;2.842500000000000000e+02;2.680644915776731807e+00;7.200000000000000000e+01
