# Range [m];Height [m];Real(p) [Pa];Imag(p) [Pa]
1.000000000000000000e+04;8.686443028788908850e+04;-2.249046742926043101e-04;-1.409633035057141848e-04
1.000000000000000000e+04;8.691179356883367291e+04;-2.640398786949244231e-04;3.060369697653221684e-06
1.000000000000000000e+04;8.691338168333708018e+04;-2.639442675340680929e-04;7.965218288504241937e-06
1.000000000000000000e+04;8.696074460966556217e+04;-2.164645827285592604e-04;1.484283656922437216e-04
1.000000000000000000e+04;8.696233301989095344e+04;-2.134601259503934043e-04;1.525537071363557249e-04
1.000000000000000000e+04;8.700969529058337503e+04;-9.837635153117701905e-05;2.443606083778494527e-04
1.000000000000000000e+04;8.701128394142031902e+04;-9.368560305173719038e-05;2.459744852562301500e-04
1.000000000000000000e+04;8.705864617533619457e+04;5.660642336252598509e-05;2.563124108349077281e-04
1.000000000000000000e+04;8.706023452934951638e+04;6.142684642506114861e-05;2.552242048876991135e-04
1.000000000000000000e+04;8.710759736827304005e+04;1.906052632135182780e-04;1.807340052304326451e-04
1.000000000000000000e+04;8.710918541551761155e+04;1.939833225236162694e-04;1.769368455079802405e-04
1.000000000000000000e+04;8.715654877494749962e+04;2.589175292957669934e-04;4.402990515372961935e-05
1.000000000000000000e+04;8.715813671781227458e+04;2.596485245081901544e-04;3.916706398007247382e-05
1.000000000000000000e+04;8.720549994735272776e+04;2.409269185161621132e-04;-1.074345801314282223e-04
1.000000000000000000e+04;8.720708811317238724e+04;2.387179537220667327e-04;-1.120792259557640638e-04
1.000000000000000000e+04;8.725445070158987073e+04;1.390173656527572731e-04;-2.231457670069501192e-04
1.000000000000000000e+04;8.725603913416471914e+04;1.347400256349622256e-04;-2.255578536317370559e-04
1.000000000000000000e+04;8.730340153083874611e+04;-9.736487390250820085e-06;-2.626282182755858047e-04
1.000000000000000000e+04;8.730498973807659058e+04;-1.476707644754365480e-05;-2.624177365942437484e-04
1.000000000000000000e+04;8.735235265856911428e+04;-1.553316338079435005e-04;-2.107471985918330621e-04
1.000000000000000000e+04;8.735394061075012723e+04;-1.592948728307231536e-04;-2.077011431342238972e-04
1.000000000000000000e+04;8.740130400946429290e+04;-2.466216723921348998e-04;-8.755333113891532670e-05
1.000000000000000000e+04;8.740289186271632207e+04;-2.481965670285607222e-04;-8.276364567620875462e-05
1.000000000000000000e+04;8.745025517022637359e+04;-2.571952039185497365e-04;6.423253003310482663e-05
1.000000000000000000e+04;8.745184315212281945e+04;-2.558252020036111017e-04;6.906492276504251973e-05
1.000000000000000000e+04;8.749920604713616194e+04;-1.732918194922710581e-04;1.973036471078576598e-04
1.000000000000000000e+04;8.750079417481613928e+04;-1.695368554665684037e-04;2.005396252655897507e-04
1.000000000000000000e+04;8.754815691345160303e+04;-3.645379994409644197e-05;2.605663576894118880e-04
1.000000000000000000e+04;8.754974503892818757e+04;-3.137249795460145935e-05;2.611293756398913981e-04
1.000000000000000000e+04;8.759710797010062379e+04;1.177654644800163469e-04;2.351228619504238944e-04
1.000000000000000000e+04;8.759869601173877891e+04;1.221493433363261111e-04;2.328692686512352599e-04
1.000000000000000000e+04;8.764605913213500753e+04;2.284526296116941616e-04;1.283260250356857684e-04
1.000000000000000000e+04;8.764764714481009287e+04;2.308252917598388227e-04;1.238032754713994283e-04
1.000000000000000000e+04;8.769501025723754719e+04;2.651614420820492223e-04;-2.065867183317451238e-05
1.000000000000000000e+04;8.769659831793418562e+04;2.646285500328569764e-04;-2.556904765020928761e-05
1.000000000000000000e+04;8.774396129528617894e+04;2.039319813265898088e-04;-1.657382453220194985e-04
1.000000000000000000e+04;8.774554941487658652e+04;2.007417192405777076e-04;-1.696392513263518130e-04
1.000000000000000000e+04;8.779291233204677701e+04;8.048267033686115320e-05;-2.510587468996388922e-04
1.000000000000000000e+04;8.779450049742517876e+04;7.555135982967568114e-05;-2.524094187925320001e-04
1.000000000000000000e+04;8.784186337147714221e+04;-7.664839829392430608e-05;-2.522303383657109816e-04
1.000000000000000000e+04;8.784345158786259708e+04;-8.135412898349453326e-05;-2.506782710887433055e-04
1.000000000000000000e+04;8.789081433925898455e+04;-2.040438863705371325e-04;-1.644978466383681035e-04
1.000000000000000000e+04;8.789240255990823789e+04;-2.071366985993871234e-04;-1.605256479976392291e-04
1.000000000000000000e+04;8.793976531513668306e+04;-2.624263265242408709e-04;-2.132688164962030650e-05
1.000000000000000000e+04;8.794135344942925440e+04;-2.627195920235816506e-04;-1.629130800272336296e-05
1.000000000000000000e+04;8.798871648698266654e+04;-2.288194699425285280e-04;1.293625620441208788e-04
1.000000000000000000e+04;8.799030449392790615e+04;-2.262257663632504575e-04;1.336785873377534684e-04
1.000000000000000000e+04;8.803766771266242722e+04;-1.174948205260957821e-04;2.362894749551387632e-04
1.000000000000000000e+04;8.803925575915859372e+04;-1.129140503027515848e-04;2.384280784411256938e-04
1.000000000000000000e+04;8.808661871111352229e+04;3.575301403008341835e-05;2.609463623359222439e-04
1.000000000000000000e+04;8.808820693304839369e+04;4.072615039236680959e-05;2.601257286458762683e-04
1.000000000000000000e+04;8.813556950701547612e+04;1.760850675759826841e-04;1.951097613097866744e-04
1.000000000000000000e+04;8.813715777523208817e+04;1.797791412821732175e-04;1.917243514064033752e-04
1.000000000000000000e+04;8.818452045162758441e+04;2.548584252395703410e-04;6.188539001593592345e-05
1.000000000000000000e+04;8.818610850349169050e+04;2.559175696515892284e-04;5.688904228288424919e-05
1.000000000000000000e+04;8.823347174059000099e+04;2.473444307279114361e-04;-9.228401781143024079e-05
1.000000000000000000e+04;8.823505960295506520e+04;2.454758480655900741e-04;-9.688607885624253362e-05
1.000000000000000000e+04;8.828242301915242570e+04;1.500675848479055767e-04;-2.160537946522754461e-04
1.000000000000000000e+04;8.828401094153126178e+04;1.459025553527251782e-04;-2.189165126926861731e-04
1.000000000000000000e+04;8.833137395079825365e+04;4.449479682795144676e-06;-2.629251860960305745e-04
1.000000000000000000e+04;8.833296206708147656e+04;-6.465493484746424756e-07;-2.628659375544636283e-04
1.000000000000000000e+04;8.838032470522595395e+04;-1.454211564587702178e-04;-2.210982818225269069e-04
1.000000000000000000e+04;8.838191286148935615e+04;-1.495514840787344729e-04;-2.182230782858008572e-04
1.000000000000000000e+04;8.842927570863676374e+04;-2.448553748607826459e-04;-1.005519351173919743e-04
1.000000000000000000e+04;8.843086369616500451e+04;-2.466535174830053381e-04;-9.586530360046722642e-05
1.000000000000000000e+04;8.847822701451531611e+04;-2.582644428482901221e-04;5.412801595147347355e-05
1.000000000000000000e+04;8.847981487138317607e+04;-2.571612031521609463e-04;5.905254426919613511e-05
1.000000000000000000e+04;8.852717824920333805e+04;-1.824584709017177189e-04;1.891728397509987022e-04
1.000000000000000000e+04;8.852876619328442030e+04;-1.786971838681376888e-04;1.925767317551547010e-04
1.000000000000000000e+04;8.857612916772085009e+04;-4.333874932154515154e-05;2.595838423820904313e-04
1.000000000000000000e+04;8.857771728611571598e+04;-3.834859299043817871e-05;2.602792002391081513e-04
1.000000000000000000e+04;8.862507997691434866e+04;1.110488125803771423e-04;2.390718394300238791e-04
1.000000000000000000e+04;8.862666812809056137e+04;1.155735247844233952e-04;2.368051727679084664e-04
1.000000000000000000e+04;8.867403100736738998e+04;2.278126921468366238e-04;1.343974235730590000e-04
1.000000000000000000e+04;8.867561904751243128e+04;2.303033337425890734e-04;1.300439802879468877e-04
1.000000000000000000e+04;8.872298226109243114e+04;2.622098203301134181e-04;-1.564523721713437029e-05
1.000000000000000000e+04;8.872457025367037568e+04;2.617833077520298306e-04;-2.079415111166266363e-05
1.000000000000000000e+04;8.877193344462064852e+04;2.103541100383668450e-04;-1.602584572113745101e-04
1.000000000000000000e+04;8.877352157723224082e+04;2.070942306910520151e-04;-1.640925681152767871e-04
1.000000000000000000e+04;8.882088435200562526e+04;7.879174923245136069e-05;-2.508989946790577026e-04
1.000000000000000000e+04;8.882247268903336953e+04;7.402475263521640593e-05;-2.523422414577070364e-04
1.000000000000000000e+04;8.886983511416800320e+04;-7.511905617156525302e-05;-2.501776875045319559e-04
1.000000000000000000e+04;8.887142343614938727e+04;-8.002324094992509468e-05;-2.486195443300265816e-04
1.000000000000000000e+04;8.891878624502298771e+04;-2.044545295898274676e-04;-1.641979551691622027e-04
1.000000000000000000e+04;8.892037432710942812e+04;-2.075113161011407181e-04;-1.601402578890471346e-04
1.000000000000000000e+04;8.896773748972287285e+04;-2.622141331900638842e-04;-2.082517800842061703e-05
1.000000000000000000e+04;8.896932542427830049e+04;-2.624537866804409528e-04;-1.572353946162227296e-05
1.000000000000000000e+04;8.901668866949688527e+04;-2.292263987662624867e-04;1.314646784894779802e-04
1.000000000000000000e+04;8.901827664331311826e+04;-2.265927650104518386e-04;1.357586752167858958e-04
1.000000000000000000e+04;8.906563961712982564e+04;-1.116990493357587067e-04;2.368605446761001810e-04
1.000000000000000000e+04;8.906722770440697786e+04;-1.071381032364442852e-04;2.389628852955083765e-04
1.000000000000000000e+04;8.911459049253330159e+04;4.046641771404721179e-05;2.582602856163164701e-04
1.000000000000000000e+04;8.911617858469119528e+04;4.557821358862020246e-05;2.573954098333133345e-04
1.000000000000000000e+04;8.916354154130343522e+04;1.798260198634757281e-04;1.905483278427319853e-04
1.000000000000000000e+04;8.916512952724088973e+04;1.833689664735495706e-04;1.868884095975219869e-04
1.000000000000000000e+04;8.921249274425157637e+04;2.581849297559538200e-04;5.547098731735513309e-05
1.000000000000000000e+04;8.921408066874642100e+04;2.591324565015755530e-04;5.053927876245751952e-05
1.000000000000000000e+04;8.926144387878784619e+04;2.430790181240839883e-04;-1.003559496395992810e-04
1.000000000000000000e+04;8.926303186261572409e+04;2.410547762840968317e-04;-1.050616663717328613e-04
1.000000000000000000e+04;8.931039485456694092e+04;1.436059117234186227e-04;-2.188910013757306133e-04
1.000000000000000000e+04;8.931198292913706973e+04;1.392970561506078498e-04;-2.215418762800649337e-04
1.000000000000000000e+04;8.935934579783845402e+04;-6.500467706544812668e-06;-2.625735414322837133e-04
1.000000000000000000e+04;8.936093389641682734e+04;-1.160248501990187775e-05;-2.623534552655246068e-04
1.000000000000000000e+04;8.940829682953699376e+04;-1.543199088953046516e-04;-2.124959774301920319e-04
1.000000000000000000e+04;8.940988490170844307e+04;-1.583630120219985105e-04;-2.093832778887124184e-04
1.000000000000000000e+04;8.945724792498107126e+04;-2.477593185984368145e-04;-8.822121563711072818e-05
1.000000000000000000e+04;8.945883598487885320e+04;-2.493424058961830913e-04;-8.342268524460742373e-05
1.000000000000000000e+04;8.950619901047968597e+04;-2.552601323099535128e-04;6.724033208724539796e-05
1.000000000000000000e+04;8.950778708508619457e+04;-2.538124850568416590e-04;7.218372168801976600e-05
1.000000000000000000e+04;8.955515007442377100e+04;-1.713305725792202579e-04;1.986450428532421744e-04
1.000000000000000000e+04;8.955673816875412012e+04;-1.674091001778813534e-04;2.018072921952165910e-04
1.000000000000000000e+04;8.960410112353725708e+04;-2.745021436755663396e-05;2.613795837001680125e-04
1.000000000000000000e+04;8.960568924018360849e+04;-2.238902487911086179e-05;2.617839645815077366e-04
1.000000000000000000e+04;8.965305214421574783e+04;1.258063714488831617e-04;2.302882571544465149e-04
1.000000000000000000e+04;8.965464029099405161e+04;1.302619494773913820e-04;2.277723356568224868e-04
1.000000000000000000e+04;8.970200315842420969e+04;2.335710580157728943e-04;1.183726696984004789e-04
1.000000000000000000e+04;8.970359129742455843e+04;2.356959244818961053e-04;1.137265932868515198e-04
1.000000000000000000e+04;8.975095420966370148e+04;2.623919816987556547e-04;-3.394489157055281749e-05
1.000000000000000000e+04;8.975254232923976087e+04;2.615897390244523711e-04;-3.897416452896506738e-05
1.000000000000000000e+04;8.979990531843109056e+04;1.939489204280703163e-04;-1.765755546167520698e-04
1.000000000000000000e+04;8.980149345357842685e+04;1.904411528727811538e-04;-1.802194066774479464e-04
1.000000000000000000e+04;8.984885643508675275e+04;6.011144901926990724e-05;-2.555005993673997635e-04
1.000000000000000000e+04;8.985044467105525837e+04;5.510368245982924675e-05;-2.565268675817741935e-04
1.000000000000000000e+04;8.989780750149118830e+04;-9.598292523924816314e-05;-2.444449992053049966e-04
1.000000000000000000e+04;8.989939593222773692e+04;-1.006746834836815360e-04;-2.424824272366606277e-04
1.000000000000000000e+04;8.994675844917711220e+04;-2.184102973988398934e-04;-1.457405558227911103e-04
1.000000000000000000e+04;8.994834709092968842e+04;-2.211220598153896492e-04;-1.413911873029476086e-04
1.000000000000000000e+04;8.999570924814492173e+04;-2.627910920881455521e-04;1.422411201208246444e-06
1.000000000000000000e+04;8.999729788856448431e+04;-2.626162414802694499e-04;6.518130481003025005e-06
1.000000000000000000e+04;9.004466040705815249e+04;-2.149759419760891791e-04;1.520591939493217066e-04
1.000000000000000000e+04;9.004624871771043399e+04;-2.118816967818336469e-04;1.560990542231700730e-04
1.000000000000000000e+04;9.009361159606091678e+04;-9.011306917868392254e-05;2.457283205471885810e-04
1.000000000000000000e+04;9.009519966806468437e+04;-8.529329196345338470e-05;2.473659864701017726e-04
1.000000000000000000e+04;9.014256272081413772e+04;6.568047536324217223e-05;2.540614029173239412e-04
1.000000000000000000e+04;9.014415075103515119e+04;7.057114292044377579e-05;2.526305657258985258e-04
1.000000000000000000e+04;9.019151369233534206e+04;1.994875754816129480e-04;1.700749383380238840e-04
1.000000000000000000e+04;9.019310178031685064e+04;2.027309365982712486e-04;1.661240649991817340e-04
1.000000000000000000e+04;9.024046466601097200e+04;2.600134536913132699e-04;2.930504888904950780e-05
1.000000000000000000e+04;9.024205271500769595e+04;2.604034485879525712e-04;2.417874640464041073e-05
1.000000000000000000e+04;9.028941574462992139e+04;2.315751225965407526e-04;-1.261364707958144156e-04
1.000000000000000000e+04;9.029100373801091337e+04;2.289858470055971878e-04;-1.304719997368078020e-04
1.000000000000000000e+04;9.033836687306709064e+04;1.175423440543146408e-04;-2.338053511368975144e-04
1.000000000000000000e+04;9.033995486668789817e+04;1.129555129703340620e-04;-2.360074222638255687e-04
1.000000000000000000e+04;9.038731792980259343e+04;-3.607201790284826062e-05;-2.602502801324085456e-04
1.000000000000000000e+04;9.038890598787093768e+04;-4.112482292858089165e-05;-2.593797414510890680e-04
1.000000000000000000e+04;9.043626892862989916e+04;-1.781858203081327296e-04;-1.923238729311142151e-04
1.000000000000000000e+04;9.043785702969973499e+04;-1.818176010182064191e-04;-1.887764065362591479e-04
1.000000000000000000e+04;9.048521996815573948e+04;-2.561611248527105567e-04;-5.842606114796666718e-05
1.000000000000000000e+04;9.048680809293487982e+04;-2.571791597245867591e-04;-5.340528213489260489e-05
1.000000000000000000e+04;9.053417105602439551e+04;-2.429038253237988747e-04;9.859781727630970258e-05
1.000000000000000000e+04;9.053575922161825292e+04;-2.407990705212895556e-04;1.032480485652425238e-04
1.000000000000000000e+04;9.058312212272697070e+04;-1.451474431372951806e-04;2.187577793130001790e-04
1.000000000000000000e+04;9.058471036411992100e+04;-1.408252401718615052e-04;2.214273872694585868e-04
1.000000000000000000e+04;9.063207312000197999e+04;7.187693917932031516e-06;2.624608913498105347e-04
1.000000000000000000e+04;9.063366140959535551e+04;1.228424564438173746e-05;2.621797601381934090e-04
1.000000000000000000e+04;9.068102410815648909e+04;1.548385150558984275e-04;2.112101762436570168e-04
1.000000000000000000e+04;9.068261233637384430e+04;1.588517814965437485e-04;2.080741363241371327e-04
1.000000000000000000e+04;9.072997519612309407e+04;2.473321839658111816e-04;8.576317224787995261e-05
1.000000000000000000e+04;9.073156330344964226e+04;2.489389903176324583e-04;8.092428625927539814e-05
1.000000000000000000e+04;9.077892631814713241e+04;2.516630034706272747e-04;-7.055945842322952535e-05
1.000000000000000000e+04;9.078051441239083942e+04;2.500362151532073461e-04;-7.547104315463611080e-05
1.000000000000000000e+04;9.082787733998478507e+04;1.681424930861083792e-04;-2.019295951130228774e-04
1.000000000000000000e+04;9.082946551079844357e+04;1.641845816015266221e-04;-2.050028992555985607e-04
1.000000000000000000e+04;9.087682833085990569e+04;2.063076728644325491e-05;-2.615839932376007467e-04
1.000000000000000000e+04;9.087841647932362685e+04;1.553856505392334886e-05;-2.618919588972982515e-04
1.000000000000000000e+04;9.092577945374709088e+04;-1.314940691509441245e-04;-2.269643967061472792e-04
1.000000000000000000e+04;9.092736759892416012e+04;-1.358628603845772446e-04;-2.243035888127471462e-04
1.000000000000000000e+04;9.097473065254226094e+04;-2.361612165123340803e-04;-1.118243004589514390e-04
1.000000000000000000e+04;9.097631893380505790e+04;-2.382365378571537132e-04;-1.071541345573454474e-04
1.000000000000000000e+04;9.102368166397801542e+04;-2.593212248169940340e-04;4.278727841231216161e-05
1.000000000000000000e+04;9.102527021191851236e+04;-2.582941868327381409e-04;4.777353923185955441e-05
1.000000000000000000e+04;9.107263246302749030e+04;-1.873352848630905352e-04;1.838502611133581183e-04
1.000000000000000000e+04;9.107422115739792935e+04;-1.837009390204803706e-04;1.873767156345486665e-04
1.000000000000000000e+04;9.112158352364125312e+04;-4.974118485215649400e-05;2.577868916114266998e-04
1.000000000000000000e+04;9.112317209918249864e+04;-4.473937851182165781e-05;2.585969010356828487e-04
1.000000000000000000e+04;9.117053477467050834e+04;1.075078988896042970e-04;2.409375286608863220e-04
1.000000000000000000e+04;9.117212332997351768e+04;1.121441381680695986e-04;2.387813414196714005e-04
1.000000000000000000e+04;9.121948601400216285e+04;2.234832623280982237e-04;1.371322960475825135e-04
1.000000000000000000e+04;9.122107478898082627e+04;2.260078262815474353e-04;1.326724892387654052e-04
1.000000000000000000e+04;9.126843687616228999e+04;2.625521004035699961e-04;-1.422493049303390793e-05
1.000000000000000000e+04;9.127002594179158041e+04;2.621198979811341693e-04;-1.922440209761145402e-05
1.000000000000000000e+04;9.131738752089098853e+04;2.064350504915329497e-04;-1.623925979798323985e-04
1.000000000000000000e+04;9.131897655909592868e+04;2.031266344264043484e-04;-1.663449704069265458e-04
1.000000000000000000e+04;9.136633868249192892e+04;7.710900296146074430e-05;-2.496671765010580928e-04
1.000000000000000000e+04;9.136792737300827866e+04;7.227341707484349724e-05;-2.509501900414061156e-04
1.000000000000000000e+04;9.141528992237777857e+04;-8.083606241419747762e-05;-2.509994604890041468e-04
1.000000000000000000e+04;9.141687847466113453e+04;-8.568466850124539617e-05;-2.493115464121725602e-04
1.000000000000000000e+04;9.146424100557412021e+04;-2.082851669719257086e-04;-1.591695307244478624e-04
1.000000000000000000e+04;9.146582968288721167e+04;-2.112560860953421437e-04;-1.550571591213332730e-04
1.000000000000000000e+04;9.151319185590129928e+04;-2.613510427140503943e-04;-1.277087424791934273e-05
1.000000000000000000e+04;9.151478054685924144e+04;-2.614167840196318150e-04;-7.675410095193708083e-06
1.000000000000000000e+04;9.156214284870932170e+04;-2.231710946546953045e-04;1.398102779975701456e-04
1.000000000000000000e+04;9.156373128424317110e+04;-2.203378878638098182e-04;1.439927048348023798e-04
1.000000000000000000e+04;9.161109411564056063e+04;-1.011907731802898783e-04;2.410354117722492855e-04
1.000000000000000000e+04;9.161268232183567306e+04;-9.644808703995088510e-05;2.428774493890196616e-04
1.000000000000000000e+04;9.166004521398167708e+04;5.275284986475072322e-05;2.582715981176670695e-04
1.000000000000000000e+04;9.166163345094706165e+04;5.770062889435284033e-05;2.570087404384734770e-04
1.000000000000000000e+04;9.170899611639438081e+04;1.913504305863369199e-04;1.805619871492539761e-04
1.000000000000000000e+04;9.171058437416816014e+04;1.947518063639818592e-04;1.768673603826323589e-04
1.000000000000000000e+04;9.175794719477651233e+04;2.581866108448473444e-04;3.986635403876589518e-05
1.000000000000000000e+04;9.175953526073659305e+04;2.587596131710897564e-04;3.469968603724720747e-05
1.000000000000000000e+04;9.180689833527403243e+04;2.348371018353608377e-04;-1.142326303137146610e-04
1.000000000000000000e+04;9.180848632040196389e+04;2.325213338934018783e-04;-1.185853946273777087e-04
1.000000000000000000e+04;9.185584943085057603e+04;1.250560868759311079e-04;-2.292541676368339907e-04
1.000000000000000000e+04;9.185743748066652915e+04;1.204246276346865167e-04;-2.316417379203936945e-04
1.000000000000000000e+04;9.190480040061198815e+04;-2.620083005897740351e-05;-2.597716581193761651e-04
1.000000000000000000e+04;9.190638854288349103e+04;-3.118114488124584707e-05;-2.589903475790286680e-04
1.000000000000000000e+04;9.195375137577240821e+04;-1.721134070939551411e-04;-1.990960635612367649e-04
1.000000000000000000e+04;9.195533955287227582e+04;-1.758920284761507748e-04;-1.957317427382985044e-04
1.000000000000000000e+04;9.200270242636353942e+04;-2.528091938151624308e-04;-6.399409524529680866e-05
1.000000000000000000e+04;9.200429060634972120e+04;-2.539667169717474892e-04;-5.899413106192975988e-05
1.000000000000000000e+04;9.205165349404425069e+04;-2.428205511996812309e-04;8.970872276176385216e-05
1.000000000000000000e+04;9.205324165755246941e+04;-2.409067364443266506e-04;9.438536942654217137e-05
1.000000000000000000e+04;9.210060458155450760e+04;-1.483462834438397347e-04;2.161208249504575386e-04
1.000000000000000000e+04;9.210219268918246962e+04;-1.440295617133510167e-04;2.188675711493768747e-04
1.000000000000000000e+04;9.214955568971270986e+04;1.937186309794713471e-06;2.597497901848659814e-04
1.000000000000000000e+04;9.215114375440121512e+04;6.998787162855923862e-06;2.596036689746081456e-04
1.000000000000000000e+04;9.219850675783630868e+04;1.512292943520269497e-04;2.155614167917388631e-04
1.000000000000000000e+04;9.220009485228387348e+04;1.552832878098754166e-04;2.124491574278799752e-04
1.000000000000000000e+04;9.224745767469503335e+04;2.456192302201103171e-04;8.817497674829636602e-05
1.000000000000000000e+04;9.224904584554760368e+04;2.473422788134936731e-04;8.350066312025768947e-05
1.000000000000000000e+04;9.229640867641271325e+04;2.512231935857897223e-04;-6.562717732935363472e-05
1.000000000000000000e+04;9.229799688889321988e+04;2.496936658384520244e-04;-7.063703712178873769e-05
1.000000000000000000e+04;9.234535981323712622e+04;1.694559643638597873e-04;-2.002143794994859993e-04
1.000000000000000000e+04;9.234694816934180562e+04;1.655723003569771706e-04;-2.032228853214487199e-04
1.000000000000000000e+04;9.239431093411693291e+04;2.363173434363748801e-05;-2.593111747764365667e-04
1.000000000000000000e+04;9.239589967185985006e+04;1.848396885696328745e-05;-2.598046456416608298e-04
1.000000000000000000e+04;9.244326185518420243e+04;-1.279225941164563755e-04;-2.286404519399564122e-04
1.000000000000000000e+04;9.244485113942580938e+04;-1.322225713103231148e-04;-2.258660539309649139e-04
1.000000000000000000e+04;9.249221251860630582e+04;-2.358716980186922093e-04;-1.136874549320005700e-04
1.000000000000000000e+04;9.249380170367294340e+04;-2.380087272279741582e-04;-1.092331969830307061e-04
1.000000000000000000e+04;9.254116365552430216e+04;-2.576782063998957727e-04;4.161604407050758126e-05
1.000000000000000000e+04;9.254275238801265368e+04;-2.567240261259846803e-04;4.670796698115221970e-05
1.000000000000000000e+04;9.259011505591968307e+04;-1.869820148397286278e-04;1.812259657872900399e-04
1.000000000000000000e+04;9.259170348056436342e+04;-1.834048075524537756e-04;1.846535468940230240e-04
1.000000000000000000e+04;9.263906630224842229e+04;-5.035944061207318418e-05;2.569219326985823374e-04
1.000000000000000000e+04;9.264065476200857665e+04;-4.529519351547287807e-05;2.578691791835296477e-04
1.000000000000000000e+04;9.268801722882474132e+04;1.042212025451948128e-04;2.387326843724268022e-04
1.000000000000000000e+04;9.268960582439432619e+04;1.087973758881030959e-04;2.364875838918904728e-04
1.000000000000000000e+04;9.273696808835877164e+04;2.234777830442842821e-04;1.383555437331037070e-04
1.000000000000000000e+04;9.273855662148515694e+04;2.259664919366541976e-04;1.340053147724343838e-04
1.000000000000000000e+04;9.278591921572685533e+04;2.598750056686380456e-04;-1.599992938479072196e-05
1.000000000000000000e+04;9.278750752910450683e+04;2.595612888856040274e-04;-2.100469635529827444e-05
1.000000000000000000e+04;9.283487042797461618e+04;2.033383904912387742e-04;-1.602669129884803901e-04
1.000000000000000000e+04;9.283645870818902040e+04;2.000178040086418964e-04;-1.641779254602067026e-04
1.000000000000000000e+04;9.288382146177129471e+04;7.520343007152367320e-05;-2.497179782263945222e-04
1.000000000000000000e+04;9.288540982415449980e+04;7.037935337751263418e-05;-2.510557837886764052e-04
1.000000000000000000e+04;9.293277232231227390e+04;-8.116833039889461039e-05;-2.463232492822772270e-04
1.000000000000000000e+04;9.293436065550563217e+04;-8.600605687648681314e-05;-2.446453336693305957e-04
1.000000000000000000e+04;9.298172338857541035e+04;-2.086727619798577885e-04;-1.585784410829829758e-04
1.000000000000000000e+04;9.298331151281688653e+04;-2.115703683126381825e-04;-1.544221540307154079e-04
1.000000000000000000e+04;9.303067451244431140e+04;-2.611335746976193900e-04;-1.025387422623182327e-05
1.000000000000000000e+04;9.303226252506095625e+04;-2.612706751563399310e-04;-5.279852741077622559e-06
1.000000000000000000e+04;9.307962562619399978e+04;-2.199478637418954849e-04;1.409521053191801500e-04
1.000000000000000000e+04;9.308121366951559321e+04;-2.170971837636410213e-04;1.451589379424771261e-04
1.000000000000000000e+04;9.312857665736929630e+04;-1.004978025831497707e-04;2.396710848317542002e-04
1.000000000000000000e+04;9.313016477770435449e+04;-9.579664180665871094e-05;2.415489623846889342e-04
1.000000000000000000e+04;9.317752764714794466e+04;5.433041288869720054e-05;2.541666811444890164e-04
1.000000000000000000e+04;9.317911581898998702e+04;5.927259855861059204e-05;2.529156313966871993e-04
1.000000000000000000e+04;9.322647866728434747e+04;1.893664269743312195e-04;1.777856369005091587e-04
1.000000000000000000e+04;9.322806680987997970e+04;1.927280767087673511e-04;1.740231955947358668e-04
1.000000000000000000e+04;9.327542973768182856e+04;2.578326968970004419e-04;3.726034483234734755e-05
1.000000000000000000e+04;9.327701784317729471e+04;2.583595893842958145e-04;3.226764336512654216e-05
1.000000000000000000e+04;9.332438082526944345e+04;2.305592426977548504e-04;-1.187119610871080597e-04
1.000000000000000000e+04;9.332596892134356312e+04;2.282797413169000787e-04;-1.231214430633871017e-04
1.000000000000000000e+04;9.337333186544869386e+04;1.236205012366341336e-04;-2.268242171480475990e-04
1.000000000000000000e+04;9.337491998899266764e+04;1.190051687244340315e-04;-2.292242305153346980e-04
1.000000000000000000e+04;9.342228286585907335e+04;-2.997009330475137567e-05;-2.588539479589500761e-04
1.000000000000000000e+04;9.342387100531099713e+04;-3.490111844388171341e-05;-2.580312615268400976e-04
1.000000000000000000e+04;9.347123392360814614e+04;-1.707306688642967534e-04;-1.958124506697108205e-04
1.000000000000000000e+04;9.347282205233353307e+04;-1.745356905039502642e-04;-1.924851374726432385e-04
1.000000000000000000e+04;9.352018502698026714e+04;-2.531834618796694717e-04;-6.232776428496328085e-05
1.000000000000000000e+04;9.352177319573753630e+04;-2.541912322219947460e-04;-5.739656115571254542e-05
1.000000000000000000e+04;9.356913607240957208e+04;-2.415957712448838955e-04;9.276455048892128755e-05
1.000000000000000000e+04;9.357072435659583425e+04;-2.397707100877135536e-04;9.743132180806894464e-05
1.000000000000000000e+04;9.361808702154573984e+04;-1.470170810628121621e-04;2.137066808008742833e-04
1.000000000000000000e+04;9.361967531591076113e+04;-1.427275006895532578e-04;2.164414754799231719e-04
1.000000000000000000e+04;9.366703803599404637e+04;4.021852753860251332e-06;2.594101514603506208e-04
1.000000000000000000e+04;9.366862625307927374e+04;9.033405737377316481e-06;2.592231987568616039e-04
1.000000000000000000e+04;9.371598918450852216e+04;1.492426802667001264e-04;2.118511979270918863e-04
1.000000000000000000e+04;9.371757730875973357e+04;1.533069439253273859e-04;2.088425948371988019e-04
1.000000000000000000e+04;9.376494028733301093e+04;2.455449463159642756e-04;8.730193773750703995e-05
1.000000000000000000e+04;9.376652845524382428e+04;2.471139614814352441e-04;8.255851942747144433e-05
1.000000000000000000e+04;9.381389124798163539e+04;2.508844505681292938e-04;-6.667677025483870819e-05
1.000000000000000000e+04;9.381547950641054194e+04;2.494738439250506119e-04;-7.154892398713050088e-05
